Campaign Description History,Call Type Designation,TFN,,Script,Transfer,Percent,Report,SalesForceID,SourceID,BusinessDesignation,BusinessSourceID,Greeting
Yellowbook Digital,Directories,8664629793,,Consumer Residential,0,,1,,,,,
DM 715 Echo XVII  ANI Prospect EPQ,Campaigns,8664716039,,Consumer Residential,0,,0,,,,,
DM 715 Echo XVII  50 percent HNS14Q1 Tile 1and2 Odd,Campaigns,8664716117,,Consumer Residential,0,,0,,,,,
DM 715 Echo XVII 50 percent  HNS14Q1 Tile 1ad2 odd,Campaigns,8664716185,,Consumer Residential,0,,0,,,,,
DM 715 Echo XVII Freq Cell HNS14Q1 1and2,Campaigns,8664716345,,Consumer Residential,0,,0,,,,,
DM 715 ECHOXVII HHD15Q1 1to3,Campaigns,8664716377,,Consumer Residential,0,,0,,,,,
DM 715 ECHOXVII HHD Freq HNS14Q1 3plus,Campaigns,8664716380,,Consumer Residential,0,,0,,,,,
DM 715 Echo XVII GROWTH ANI Prospect EPQ,Campaigns,8664716385,,Consumer Residential,0,,0,,,,,
DM 715 Echo XVII  GROWTH Freq Cell  HNS14Q1 1and2,Campaigns,8664716435,,Consumer Residential,0,,0,,,,,
DM 715 Echo XVII  GROWTH HHD15Q1 1to3,Campaigns,8664716440,,Consumer Residential,0,,0,,,,,
DM 715 Root Domain,Campaigns,8664716442,,Consumer Residential,0,,0,,,,,
BI 1114 Cell A,Business,8664716449,,Business,0,,0,70130000001xKuG,,Business Campaigns,,
BI 615 Cell A Spaceway,Business,8664716452,,Business,0,,0,70130000001xfJ5,,Business Campaigns,,
BI 315 EchoStar XVII Voucher SmartTech,Business,8664716465,,Business,0,,0, 70130000001xVa6,,Business Campaigns,,
BI 615 Cell B EchoStar ,Business,8664716468,,Business,0,,0,70130000001xfIv,,Business Campaigns,,
BI 815,Business,8664716472,,Business,0,,0,70130000001xm1D,,Business Campaigns,,
BI 315 Spaceway Voucher SmartTech,Business,8664716478,,Business,0,,0,70130000001xVa1,,Business Campaigns,,
BI 215 EchoStar XVII ANI EPQ 24 Mos Relaxed Maturity,Business,8664716479,,Business,0,,0,70130000001xSU6,,Business Campaigns,,
BI 515 Spaceway MIR 200 dollars,Business,8664800069,,Business,0,,0,70130000001xcE4,,Business Campaigns,,
Dealer Sales On Call DID,PreInstall,8664809148,,Consumer Residential,0,,0,,,,,
BI 415 Cell B,Business,8664809639,,Business,0,,0,70130000001xYSK,,Business Campaigns,,
BI 415 Cell C,Business,8664809674,,Business,0,,0,70130000001xYSU,,Business Campaigns,,
BI B2B 413 Jupiter HNS 1,Business,8664809757,,Business,0,,0,70130000000MzFa,,Business Campaigns,,
BI 715 Cell C,Business,8664809948,,Business,0,,0,70130000001xkgE,,Business Campaigns,,
BI 1114 Cell B,Business,8664809963,,Business,0,,0,70130000001xKuL,,Business Campaigns,,
BI 715 Cell A,Business,8664812011,,Business,0,,0,70130000001xkg4,,Business Campaigns,,
BI 914 EchoStar XVII  HNS14Q1 1to2,Business,8664812215,,Business,0,,0,70130000001xE78,,Business Campaigns,,
BI 715 Cell E,Business,8664813934,,Business,0,,0,70130000001xkgY,,Business Campaigns,,
October 2010 SSI,Campaigns,8665569606,,Consumer Residential,0,,0,,,,,
Consumer Website 05141PPCgoogle3,Web,8665569657,,Consumer Residential,0,,0,,,,,
DM 215 Echo XVII ANI Prospect EPQ HNS14Q1 Maturity Cut,Campaigns,8665569658,,Consumer Residential,0,,0,,,,,
DM 1214 ECHOXVII LOWFILL HHD Freq HNS14Q1 3plus HHD14Q2 1 Odd,Campaigns,8665569659,,Consumer Residential,0,,0,,,,,
Gov Recovery Act Inquiries,Campaigns,8665569660,,Consumer Residential,0,,0,,,,,
American Farm Bureau,Campaigns,8665569661,,Consumer Residential,0,,0,,,,,
DM 215 Echo XVII  LOW FILL  50 percent HNS14Q1 Tile 1and2 Even,Campaigns,8665569662,,Consumer Residential,0,,0,,,,,
DMAP 411,Campaigns,8665569664,,Consumer Residential,0,,0,,,,,
Shared Mail Campaign Double Sided Qty,Campaigns,8665569665,,Consumer Residential,0,,0,,,,,
SSI Phoenix Tucson Spokane Gen4,Campaigns,8665827719,,Consumer Residential,0,,0,,,,,
DM 314b ESXVII DTV Other DL HHD13Q2 3 to 6 Random Odd,Campaigns,8665827721,,Consumer Residential,0,,0,,,,,
DM 415 Root Domain,Campaigns,8665827724,,Consumer Residential,0,,0,,,,,
DM 411,Campaigns,8665827725,,Consumer Residential,0,,0,,,,,
Gen4 Newspaper Ad,Campaigns,8665827726,,Consumer Residential,0,,0,,,,,
Auto email Handraiser TV 111 B,Callback,8665827781,,Consumer Residential,0,,0,,,,,
Phoenix NM110  ,Campaigns,8665827783,,Consumer Residential,0,,0,,,,,
Shared Mail Campaign Double Sided,Campaigns,8665827784,,Consumer Residential,0,,0,,,,,
BASIC Plan Customer Care Transfer number inContact xfer TFN,Campaigns,8665940081,,Consumer Residential,0,,0,,,,,
Phoenix NM110,Campaigns,8665940353,,Consumer Residential,0,,0,,,,,
Shared Mail Campaign Double Sided inContact xfer TFN,Campaigns,8665940564,,Consumer Residential,0,,0,,,,,
PR piece for customers did not qualify Recovery Act,Campaigns,8665940566,,Consumer Residential,0,,0,,,,,
DM 411,Campaigns,8665940569,,Consumer Residential,0,,0,,,,,
DMAP 310 ,Campaigns,8665940586,,Consumer Residential,0,,0,,,,,
DMAP 310,Campaigns,8665940603,,Consumer Residential,0,,0,,,,,
DMAP 310,Campaigns,8665940604,,Consumer Residential,0,,0,,,,,
DMAP 310,Campaigns,8665940633,,Consumer Residential,0,,0,,,,,
February 2011 SSI,Campaigns,8665949273,,Consumer Residential,0,,0,,,,,
DM 215 Spaceway ANI Prospect EPQ HNS14Q1 Maturity Cut,Campaigns,8666275687,,Consumer Residential,0,,0,,,,,
Text FAST Second Touch Cell A Code 99000,Broadcast,8666275932,,Consumer Residential,0,,1,,,,,
Retail Support xfer TFN,Retail Support Exclude,8666275934,,Consumer Residential,0,,0,,,,,
Auto email Handraiser Web 112 B,Callback,8666275936,,Consumer Residential,0,,0,,,,,
Verizon Warm Transfers to Sales,Referrals,8666275937,,Verizon,0,,0,,,,,<font size='8' color='red'><b>Thanks for calling HughesNet for the Verizon referral program!</b></font>
DTV old phone line OLD ICI number,Broadcast,8666392021,,Consumer Residential,0,,1,,,,,
DM 413,Campaigns,8666642527,,Consumer Residential,0,,0,,,,,
LE Inbound for IVR,LE,8666642535,,Consumer Residential,0,,0,,,,,
YellowBook Print 2014 Satellite Equipment OLD,Directories,8666642611,,Consumer Residential,0,,1,,,,,
Five9 Residential Transfer,Other,8666642651,,Consumer Residential,0,,0,,,,,
Current Communications,Dealer,8666642668,,Consumer Residential,0,,0,,16705,,,<font size='8' color='red'><b>Thank you for calling Current Communications! Don't forget to ask about our special offers today!</b></font>
PRESS RELEASE TFN,Other,8666642730,,Consumer Residential,0,,0,,,,,
DM 211,Campaigns,8666642780,,Consumer Residential,0,,0,,,,,
DM 115 Echo XVII  LOWFILL 50 percent HNS14Q1 Tile 1and2 Odd,Campaigns,8666642916,,Consumer Residential,0,,0,,,,,
DMAP 410,Campaigns,8666642921,,Consumer Residential,0,,0,,,,,
DM 209,Campaigns,8666643072,,Consumer Residential,0,,0,,,,,
BI Consumer Residential Referrals to Biz Sales,Business,8666744406,,Business,0,,0,70130000001sgGE,,Business Consumer Referral,,
XEROX BI Agent Callbacks,Business,8666744742,,Business,0,,0,,,Business Callback,,
DM 313,Campaigns,8666745045,,Consumer Residential,0,,0,,,,,
BI Large Enterprise IVR Referral Number,Business,8666745124,,Business,0,,0,,,Business LE Referral,,
YellowPages Digital Pay per Call,Directories,8666745313,,Consumer Residential,0,,1,,,,,
BI End of June MIR Expiration email,Business,8667290164,,Business,0,,0,70130000001x7CN,,Business Email,,
BI Paid Search Web SMB Google  PPC,Business,8667290427,,Business,0,,0,70130000000RcBQ,,Business PPC,,
BI OTM Transfer Line,Business,8667290944,,Business,0,,0,70130000001soTn,,Business OTM,,
BI PPC Google,Business,8667291535,,Business,0,,0,70130000001u1No,,Business PPC,,
BI Nurturing Email Campaign,Business,8667291728,,Business,0,,0,70130000001x4zE,,Business Email,,
BI Paid Search Web PPC,Business,8667291731,,Business,0,,0,70130000001xfJP,,Business PPC,,
BI Nurturing email number 3,Business,8667291732,,Business,0,,0,70130000001xMi9,,Business Email,,
BI Nurturing email number 4,Business,8667298428,,Business,0,,0,70130000001xMiJ,,Business Email,,
BI Paid Search Web Superpages Online Directory,Business,8667298508,,Business,0,,0,,,Business PPC,,
BI 715 Cell B,Business,8667298909,,Business,0,,0,70130000001xkg9,,Business Campaigns,,
OwnerIQ Landing Page,Web,8667573906,,Consumer Residential,0,,1,,,,,
Branded Yahoo Consumer Residential,Web,8667573938,,Consumer Residential,0,,0,,,,,
Consumer HughesNet Website,Web,8667573943,,Consumer Residential,0,,0,,,,,
05141PPCyahoo3  ,Web,8667573947,,Consumer Residential,0,,0,,,,,
05141PPCbing3 ,Web,8667573958,,Consumer Residential,0,,0,,,,,
DM 312,Campaigns,8667715719,,Consumer Residential,0,,0,,,,,
DM 312,Campaigns,8667715721,,Consumer Residential,0,,0,,,,,
DM 312,Campaigns,8667715722,,Consumer Residential,0,,0,,,,,
DM 312,Campaigns,8667715723,,Consumer Residential,0,,0,,,,,
DM 312,Campaigns,8667715724,,Consumer Residential,0,,0,,,,,
DM 312,Campaigns,8667715726,,Consumer Residential,0,,0,,,,,
DM 312,Campaigns,8667715730,,Consumer Residential,0,,0,,,,,
DM 312,Campaigns,8667715731,,Consumer Residential,0,,0,,,,,
DM 312,Campaigns,8667715732,,Consumer Residential,0,,0,,,,,
DM 1111  ,Campaigns,8667715734,,Consumer Residential,0,,0,,,,,
DM 409,Campaigns,8667715740,,Consumer Residential,0,,0,,,,,
DM 312,Campaigns,8667715741,,Consumer Residential,0,,0,,,,,
DM 509,Campaigns,8667715743,,Consumer Residential,0,,0,,,,,
DM 509,Campaigns,8667715748,,Consumer Residential,0,,0,,,,,
DM 509,Campaigns,8667715768,,Consumer Residential,0,,0,,,,,
BI 415 Cell F,Business,8667929168,,Business,0,,0,70130000001xYSo,,Business Campaigns,,
BI 815,Business,8667929274,,Business,0,,0,70130000001xm18,,Business Campaigns,,
Problem number Not in use,Campaigns,8667966501,,Consumer Residential,0,,0,,,,,
Problem number Not in use,Campaigns,8667967837,,Consumer Residential,0,,0,,,,,
Adams Friendship PC,Dealer,8668151910,,Consumer Residential,0,,0,,213930,,,<font size='8' color='red'><b>Thank you for calling Adams Friendship PC! Don't forget to ask about our special offers today!</b></font>
Script emails  Other,Other,8668151931,,Consumer Residential,0,,0,,,,,
DISH Americas Best Choice ICI number,Broadcast,8668152988,,Consumer Residential,0,,1,,,,,
DM 413,Campaigns,8668153688,,Consumer Residential,0,,0,,,,,
DMAP 411,Campaigns,8668163929,,Consumer Residential,0,,0,,,,,
DMAP 311,Campaigns,8668166638,,Consumer Residential,0,,0,,,,,
FSI within newspapers against Dish TV,Campaigns,8668183534,,Consumer Residential,0,,0,,,,,
Auto email Handraiser TV 106 A,Callback,8668190166,,Consumer Residential,0,,0,,,,,
Auto email Handraiser Online 109,Callback,8668190167,,Consumer Residential,0,,0,,,,,
Auto email Handraiser Web 107 A,Callback,8668190170,,Consumer Residential,0,,0,,,,,
Dollar General Program,Referrals,8668205019,,Dollar General,0,,0,,,,,
SSI within Shared Mail against Dish TV,Campaigns,8668222292,,Consumer Residential,0,,0,,,,,
Postcard 2013,Campaigns,8668222322,,Consumer Residential,0,,0,,,,,
Recovery Act mailer 3 inContact xfer TFN,Campaigns,8668222513,,Consumer Residential,0,,0,,,,,
BI link internet HughesNet com,Business,8668248016,,Business,0,,0,70130000001x8oM,,Business Web,,
DM 315 ECHOXVII HHD15Q1 1to 4 Odd,Campaigns,8668429529,,Consumer Residential,0,,0,,,,,
DM 315 ECHOXVII HHD Freq HNS14Q1 3plus HHD15Q1 1 Even,Campaigns,8668429840,,Consumer Residential,0,,0,,,,,
DM 315 Echo XVII  LOWFILL ANI Prospect EPQ HNS14Q1 Maturity Cut,Campaigns,8668429843,,Consumer Residential,0,,0,,,,,
DM 315 Root Domain,Campaigns,8668429844,,Consumer Residential,0,,0,,,,,
DM 211,Campaigns,8668429845,,Consumer Residential,0,,0,,,,,
DM 211,Campaigns,8668429846,,Consumer Residential,0,,0,,,,,
DM 315 Echo XVII  LOWFILL  50 HNS14Q1 Tile 1and2 Odd,Campaigns,8668429848,,Consumer Residential,0,,0,,,,,
DM 715 Random,Campaigns,8668429849,,Consumer Residential,0,,0,,,,,
DM 313,Campaigns,8668429851,,Consumer Residential,0,,0,,,,,
DM 509,Campaigns,8668429852,,Consumer Residential,0,,0,,,,,
DMAP 310,Campaigns,8668557076,,Consumer Residential,0,,0,,,,,
DM 308,Campaigns,8668559080,,Consumer Residential,0,,0,,,,,
DM 413,Campaigns,8668559091,,Consumer Residential,0,,0,,,,,
DM 115 Root Domain,Campaigns,8668559137,,Consumer Residential,0,,0,,,,,
DM 115 Spaceway ANI Prospect EPQ HNS14Q1 Maturity Cut,Campaigns,8668561683,,Consumer Residential,0,,0,,,,,
DM 115 Spaceway ANI Prospect EPQ HNS14Q1 Maturity Cut,Campaigns,8668561861,,Consumer Residential,0,,0,,,,,
DM 115 Echo XVII ANI Prospect EPQ HNS14Q1 Maturity Cut,Campaigns,8668562538,,Consumer Residential,0,,0,,,,,
DM 115 Echo XVII 50 per cnet HNS14Q1 Tile 1and2 Odd,Campaigns,8668563508,,Consumer Residential,0,,0,,,,,
DM 115 Echo XVII 50 percent HNS14Q1 Tile 1and2 Odd,Campaigns,8668564405,,Consumer Residential,0,,0,,,,,
DM 115 Spaceway 50 percent HNS14Q1 Tile 1and2and3 Odd,Campaigns,8668565462,,Consumer Residential,0,,0,,,,,
Auto email Handraiser Other 108 A,Callback,8668592268,,Consumer Residential,0,,0,,,,,
DM 715 Echo XVII GROWTH HHD Freq  HNS14Q1 3plus,Campaigns,8668926870,,Consumer Residential,0,,0,,,,,
Verizon Customer Referral to Sales,Referrals,8669285924,,Verizon,0,,0,,,,,<font size='8' color='red'><b>Thanks for calling HughesNet for the Verizon referral program!</b></font>
DM 115 Echo XVII HHD Freq HNS14Q1 3plus HHD14Q2 1 Even,Campaigns,8669285954,,Consumer Residential,0,,0,,,,,
Auto email Handraiser DM 110 B,Callback,8669287478,,Consumer Residential,0,,0,,,,,
DM 1114 Echo XVII  ANI Prospect EPQ HNS14Q1 Maturity Cut,Campaigns,8772550564,,Consumer Residential,0,,0,,,,,
DM 715 Random,Campaigns,8772551155,,Consumer Residential,0,,0,,,,,
DM 715 Echo XVII GROWTH  50 percent HNS14Q1 Tile 1and2,Campaigns,8772551162,,Consumer Residential,0,,0,,,,,
DMAP 210 ANI Prospect Mailing,Campaigns,8772551163,,Consumer Residential,0,,0,,,,,
LiveIntent Retargeting Banner Nov 2014,Web,8772558498,,Consumer Residential,0,,1,,,,,
DM 115 Echo XVII LOWFILL  HHD14Q2 1to3 Odd,Campaigns,8772558503,,Consumer Residential,0,,0,,,,,
DM 115 Echo XVII LOWFILL HHD14Q2 1to3 Odd,Campaigns,8772558504,,Consumer Residential,0,,0,,,,,
DM 115 Echo XVII LOWFILL  HHD Freq HNS14Q1 3plus HHD14Q2  1 Even,Campaigns,8772558714,,Consumer Residential,0,,0,,,,,
DM 215 ECHOXVII  LOW FILL  HHD14Q2 1to4 Even,Campaigns,8772563886,,Consumer Residential,0,,0,,,,,
DM 215 Echo XVII LOW FILL 50 percent HNS14Q1 Tile 1and2 Even,Campaigns,8772579656,,Consumer Residential,0,,0,,,,,
Radio Tyler TX,Other,8772653692,,Consumer Residential,0,,0,,,,,
Radio Jackson MS,Other,8772654080,,Consumer Residential,0,,0,,,,,
GT Express,Dealer,8772654677,,Consumer Residential,0,,0,,955,,,<font size='8' color='red'><b>Thank you for calling GT Express! Don't forget to ask about our special offers today!</b></font>
BI 715 Cell D,Business,8772655784,,Business,0,,0,70130000001xkgO,,Business Campaigns,,
BI 115 Cell A,Business,8772655825,,Business,0,,0,70130000001xOTc,,Business Campaigns,,
BI 115 Cell B,Business,8772657308,,Business,0,,0,70130000001xOTh,,Business Campaigns,,
BI 115 Cell C,Business,8772657522,,Business,0,,0, 70130000001xOTr,,Business Campaigns,,
BI 115 Cell D,Business,8772657571,,Business,0,,0,70130000001xOTw,,Business Campaigns,,
BI 215 Spaceway ANI EPQ 24 Mos Relaxed Maturity,Business,8772658611,,Business,0,,0,70130000001xSU1,,Business Campaigns,,
DM 115 Echo XVII LOWFILL ANI Prospect EPQ HNS14Q1 Maturity Cut,Campaigns,8772663527,,Consumer Residential,0,,0,,,,,
DM 115 Echo XVII LOWFILL 50 percent HNS14Q1 Tile 1and2 Odd,Campaigns,8772882173,,Consumer Residential,0,,0,,,,,
Satellite Electronics,Dealer,8772882310,,Consumer Residential,0,,0,,69209,,,<font size='8' color='red'><b>Thank you for calling Satellite Electronics! Don't forget to ask about our special offers today!</b></font>
J and S Technology,Dealer,8772882313,,Consumer Residential,0,,0,,73319,,,<font size='8' color='red'><b>Thank you for calling J and S Technology! Don't forget to ask about our special offers today!</b></font>
Satellite Solutions,Dealer,8772882879,,Consumer Residential,0,,0,,69217,,,<font size='8' color='red'><b>Thank you for calling Satellite Solutions! Don't forget to ask about our special offers today!</b></font>
Satellite Specialist LLC,Dealer,8772883378,,Consumer Residential,0,,0,,213643,,,<font size='8' color='red'><b>Thank you for calling Satellite Specialist! Don't forget to ask about our special offers today!</b></font>
TSC Digital,Dealer,8772883453,,Consumer Residential,0,,0,,37138,,,<font size='8' color='red'><b>Thank you for calling TSC Digital! Don't forget to ask about our special offers today!</b></font>
Comettos Auto Electric and Exhaust ,Dealer,8772883472,,Consumer Residential,0,,0,,213939,,,<font size='8' color='red'><b>Thank you for calling Comettos Auto Electric and Exhaust! Don't forget to ask about our special offers today!</b></font>
Thompson Satellite,Dealer,8772883688,,Consumer Residential,0,,0,,53884,,,<font size='8' color='red'><b>Thank you for calling Thompson Satellite! Don't forget to ask about our special offers today!</b></font>
RV Web Outage Xfer TFN,Other,8772884388,,Consumer Residential,0,,0,,,,,
Old Local Number IL,Other,8772885938,,Consumer Residential,0,,0,,,,,
DM 315 Echo XVII LOWFILL  Freq Cell  HNS14Q1 1and2 HHD15Q1 1to3 Even,Campaigns,8773477350,,Consumer Residential,0,,0,,,,,
DM 315 ECHOXVII LOWFILL  HHD15Q1 14 Odd,Campaigns,8773477351,,Consumer Residential,0,,0,,,,,
DM 315 ECHOXVII LOWFILL  HHD15Q1 1to4 Odd,Campaigns,8773477352,,Consumer Residential,0,,0,,,,,
DM 315 ECHOXVII LOWFILL  HHD Freq HNS14Q1 3plus HHD15Q1 1to2 Even,Campaigns,8773477354,,Consumer Residential,0,,0,,,,,
DM 314 Voucher Connect Power,Campaigns,8773477356,,Consumer Residential,0,,0,,,,,
Midwest Messenger Ads,Campaigns,8773814499,,Consumer Residential,0,,0,,,,,
DM 211,Campaigns,8773815536,,Consumer Residential,0,,0,,,,,
DM 211,Campaigns,8773815576,,Consumer Residential,0,,0,,,,,
BI End of Quarter email Dec 14,Business,8773816777,,Business,0,,0,70130000001xOMR,,Business Email,,
DM 211,Campaigns,8773819333,,Consumer Residential,0,,0,,,,,
DM 211,Campaigns,8773819371,,Consumer Residential,0,,0,,,,,
DM 614 Spaceway ANI Prospect EPQ HNS13Q2 Maturity Cut,Campaigns,8773819376,,Consumer Residential,0,,0,,,,,
DM 614 Echo XVII ANI Prospect EPQ HNS13Q2 Maturity Cut,Campaigns,8773822821,,Consumer Residential,0,,0,,,,,
DM 615 Echo XVII ANI Prospect EPQ HNS14Q1 Maturity Cut,Campaigns,8773826875,,Consumer Residential,0,,0,,,,,
DM 613,Campaigns,8773828789,,Consumer Residential,0,,0,,,,,
DM 1214 Spaceway Freq Cell HNS14Q1 1to3 HHD14Q2 1to5 Odd,Campaigns,8774383394,,Consumer Residential,0,,0,,,,,
DM 1214 Echo XVII  LOWFILL 50 percent HNS14Q1 Tile 1and2 Even,Campaigns,8774383395,,Consumer Residential,0,,0,,,,,
DM 1214 ECHOXVII  HHD14Q2 1to4 Even,Campaigns,8774384695,,Consumer Residential,0,,0,,,,,
DM 1214 ECHOXVII LOWFILL HHD14Q2 1to4 Even,Campaigns,8774385468,,Consumer Residential,0,,0,,,,,
SEO Organic Search Consumer Website,Web,8774385679,,Consumer Residential,0,,0,,,,,
BI RV Agent referral number,Business,8774394612,,Business,0,,0,,,Business Consumer Referral,,
DTV Gen4 Web,Broadcast,8774404295,,Consumer Residential,0,,1,,,,,
DISH Gen4 Web,Broadcast,8774404318,,Consumer Residential,0,,1,,,,,
DTV Gen4 Web,Broadcast,8774415619,,Consumer Residential,0,,1,,,,,
DISH Gen4 Web,Broadcast,8774415629,,Consumer Residential,0,,1,,,,,
DM 811,Campaigns,8774986337,,Consumer Residential,0,,0,,,,,
DM 811,Campaigns,8774986426,,Consumer Residential,0,,0,,,,,
DM 110,Campaigns,8774986723,,Consumer Residential,0,,0,,,,,
DM 811,Campaigns,8774994919,,Consumer Residential,0,,0,,,,,
DM 814 Echo XVII 50 Percent HNS14Q1 Tile 1and2 Even,Campaigns,8774995139,,Consumer Residential,0,,0,,,,,
DM 814 Spaceway Freq Cell HNS14Q1 1thru3 HHD14Q2 1thru4 Odd,Campaigns,8774995611,,Consumer Residential,0,,0,,,,,
DM 811,Campaigns,8774996395,,Consumer Residential,0,,0,,,,,
DM 811,Campaigns,8774997269,,Consumer Residential,0,,0,,,,,
DM 811,Campaigns,8774997270,,Consumer Residential,0,,0,,,,,
DM 813,Campaigns,8774997570,,Consumer Residential,0,,0,,,,,
American Farm Bureau Main TFN,Campaigns,8775794555,,Consumer Residential,0,,0,,,,,
BI New Plans Announcement DM,Business,8775794593,,Business,0,,0,70130000001xJeJ,,Business Campaigns,,
DM 914 Echo Low Fill,Campaigns,8775795360,,Consumer Residential,0,,0,,,,,
DM 510,Campaigns,8775796932,,Consumer Residential,0,,0,,,,,
BI Press Releases,Business,8775797030,,Business,0,,0,,,Business Campaigns,,
DM 510,Campaigns,8775797031,,Consumer Residential,0,,0,,,,,
DM 510,Campaigns,8775797032,,Consumer Residential,0,,0,,,,,
DM 1113,Campaigns,8775797033,,Consumer Residential,0,,0,,,,,
DM 1113,Campaigns,8775797034,,Consumer Residential,0,,0,,,,,
DM 1113,Campaigns,8775797035,,Consumer Residential,0,,0,,,,,
Red Ventures IVR Overflow DM transfers,Red Venture Exclude,8776197250,,Consumer Residential,0,,0,,,,,
Red Ventures Exclude TV number,Red Venture Exclude,8776198379,,Consumer Residential,0,,0,,,,,
Red Ventures Exclude TV2,Red Venture Exclude,8776199388,,Consumer Residential,0,,0,,,,,
Old Local Number TX,Other,8777148416,,Consumer Residential,0,,0,,,,,
Krass Marketing,Dealer,8777148420,,Consumer Residential,0,,0,,31924,,,<font size='8' color='red'><b>Thank you for calling Krass Marketing! Don't forget to ask about our special offers today!</b></font>
Old Local Number TX,Other,8777148656,,Consumer Residential,0,,0,,,,,
DM 415 Echo XVII GROWTH Freq Cell HNS14Q1 1and2 HHD15Q1 1to3 Odd,Campaigns,8777148825,,Consumer Residential,0,,0,,,,,
DM 415 Echo XVII GROWTH  HHD15Q1 1to3 Even,Campaigns,8777148826,,Consumer Residential,0,,0,,,,,
GC Services,Dealer,8777148827,,Consumer Residential,0,,0,,42998,,,<font size='8' color='red'><b>Thank you for calling GC Services! Don't forget to ask about our special offers today!</b></font>
DM 415 Echo XVII  GROWTH  HHD Freq HNS14Q1 3plus HHD15Q1 1to2 Odd,Campaigns,8777148828,,Consumer Residential,0,,0,,,,,
Radio Shreveport LA,Other,8777148831,,Consumer Residential,0,,0,,,,,
Satellite Daddy,Dealer,8777148832,,Consumer Residential,0,,0,,42246,,,<font size='8' color='red'><b>Thank you for calling Satellite Daddy! Don't forget to ask about our special offers today!</b></font>
Croy Communications,Dealer,8777148834,,Consumer Residential,0,,0,,26337,,,<font size='8' color='red'><b>Thank you for calling Croy Communications! Don't forget to ask about our special offers today!</b></font>
YellowBook Print 2014 Online Services,Directories,8777270030,,Consumer Residential,0,,1,,,,,
DM 212,Campaigns,8777403182,,Consumer Residential,0,,0,,,,,
DM 212,Campaigns,8777403185,,Consumer Residential,0,,0,,,,,
DM 212,Campaigns,8777440747,,Consumer Residential,0,,0,,,,,
DTV Home Sweet Home B Number on Website,Broadcast,8777444372,,Consumer Residential,0,,1,,,,,
DM 615 Echo XVII  50 percent HNS14Q1 Tile 1and2 Even,Campaigns,8777554969,,Consumer Residential,0,,0,,,,,
DM 615 Echo XVII 50 percent HNS14Q1 Tile 1and2 Even,Campaigns,8777554970,,Consumer Residential,0,,0,,,,,
DM 615 Echo XVII  GROWTH  HHD15Q1 1thru3 Even,Campaigns,8777554971,,Consumer Residential,0,,0,,,,,
DM 615 ECHOXVII  HHD15Q1 1thru3 Even,Campaigns,8777554972,,Consumer Residential,0,,0,,,,,
DM 615 Spaceway ANI Prospect EPQ HNS14Q1 Maturity Cut,Campaigns,8777554973,,Consumer Residential,0,,0,,,,,
DM 614 Spaceway  HHD13Q2 1thru3 Even,Campaigns,8777554974,,Consumer Residential,0,,0,,,,,
DM 615 Random,Campaigns,8777554975,,Consumer Residential,0,,0,,,,,
DM 613,Campaigns,8777554976,,Consumer Residential,0,,0,,,,,
DMAP 210,Campaigns,8777554977,,Consumer Residential,0,,0,,,,,
DM 1114 Spaceway ANI Prospect EPQ HNS14Q1 Maturity Cut,Campaigns,8777554978,,Consumer Residential,0,,0,,,,,
DM 212,Campaigns,8777855599,,Consumer Residential,0,,0,,,,,
Red Ventures Exclude DM number,Red Venture Exclude,8778140786,,Consumer Residential,0,,0,,,,,
YellowPages Ad,Directories,8778400158,,Consumer Residential,0,,1,,,,,
Ameridial Consumer callbacks,Other,8778400387,,Consumer Residential,0,,0,,,,,
Consumer Residential Recovery Act Article ,Campaigns,8778407816,,Consumer Residential,0,,0,,,,,
BI Email End of Quarter June 2015 Last Chance,Business,8778407819,,Business,0,,0,70130000001xiMV,,Business Email,,
Outbound Voicemail number old,Other,8778408014,,Consumer Residential,0,,0,,,,,
Yellow Pages Print 2012,Directories,8778408761,,Consumer Residential,0,,1,,,,,
DM 1113,Campaigns,8778542568,,Consumer Residential,0,,0,,,,,
DM 1113,Campaigns,8778543668,,Consumer Residential,0,,0,,,,,
DMAP 311,Campaigns,8778543849,,Consumer Residential,0,,0,,,,,
DMAP 211,Campaigns,8778544399,,Consumer Residential,0,,0,,,,,
DMAP 211,Campaigns,8778544488,,Consumer Residential,0,,0,,,,,
DMAP211,Campaigns,8778544604,,Consumer Residential,0,,0,,,,,
DMAP 211,Campaigns,8778545031,,Consumer Residential,0,,0,,,,,
DMAP 211,Campaigns,8778545032,,Consumer Residential,0,,0,,,,,
DMAP 211,Campaigns,8778545065,,Consumer Residential,0,,0,,,,,
DMAP 211,Campaigns,8778545066,,Consumer Residential,0,,0,,,,,
DM 212,Campaigns,8778587415,,Consumer Residential,0,,0,,,,,
DM 212,Campaigns,8778587416,,Consumer Residential,0,,0,,,,,
DM 212,Campaigns,8778587417,,Consumer Residential,0,,0,,,,,
DM 212,Campaigns,8778587418,,Consumer Residential,0,,0,,,,,
DM 212,Campaigns,8778877083,,Consumer Residential,0,,0,,,,,
DM 212,Campaigns,8778877089,,Consumer Residential,0,,0,,,,,
DM 212,Campaigns,8778877092,,Consumer Residential,0,,0,,,,,
DM 212,Campaigns,8778877101,,Consumer Residential,0,,0,,,,,
DM 110,Campaigns,8778980043,,Consumer Residential,0,,0,,,,,
DM 110,Campaigns,8778982214,,Consumer Residential,0,,0,,,,,
